標題,分類,時間,網址,內文
美股收紅 台股短線價量看回溫,產經,2017/09/18 08:20,https://www.cna.com.tw/news/afe/201709180016.aspx,（中央社記者鍾榮峰台北18日電）美股收紅，台股15日重返5日線和10日線之上。法人表示，台股主要均線多頭排列，短線價量結構顯示多方回溫跡象，區間震盪整理為主。
台股開盤漲10.39點,產經,2017/09/18 09:16,https://www.cna.com.tw/news/afe/201709180020.aspx,（中央社台北18日電）台北股市今天開盤漲10.39點，加權股價指數成為10590.80點，成交金額新台幣30.01億元。1060918
新台幣開盤升2.6分  為30.049元,產經,2017/09/18 09:16,https://www.cna.com.tw/news/afe/201709180021.aspx,（中央社台北18日電）台北外匯市場新台幣兌美元匯率今天以30.049元開盤，升2.6分。1060918
新台幣早盤走升,產經,2017/09/18 10:08,https://www.cna.com.tw/news/afe/201709180033.aspx,（中央社台北18日電）台北外匯市場新台幣兌美元匯率今天以30.049元開盤，升2.6分；9時45分來到30.060元，升1.5分。
公平會聚焦數位經濟競爭 研究案將出爐,產經,2017/09/18 15:20,https://www.cna.com.tw/news/afe/201709180046.aspx,（中央社記者蔡怡杼台北18日電）公平會主委黃美瑛今天表示，數位經濟蓬勃發展出現諸多競爭議題，公平會成立數位經濟競爭研究小組，目標數位經濟研究案今年底出爐。
無薪假最新統計  14家276人,產經,2017/09/18 11:02,https://www.cna.com.tw/news/afe/201709180052.aspx,（中央社記者余曉涵台北18日電）勞動部今天公布最新一期無薪假數據，截至106年9月15日止，實施無薪假的事業單位共有14家、276人。多數事業單位實施人數在50人以下，實施期間未超過3個月。
電金走揚 台股挑戰前波高點,產經,2017/09/18 10:54,https://www.cna.com.tw/news/afe/201709180059.aspx,（中央社記者鍾榮峰台北18日電）電金盤中走揚，台股攀上10630點整數關卡，挑戰前波高點10656點。法人表示，若台股今收盤後續站穩5日均線，可偏多看待，短線大盤高檔震盪，操作上可參考強勢股。
房市冷卻地價降 新北園區商二地打73折,產經,2017/09/18 11:30,https://www.cna.com.tw/news/afe/201709180067.aspx,（中央社記者韋樞台北18日電）房市交易價跌量縮，接連讓土地價格跟著降價，德天國際標售鄰近機捷A3新北產業園區站僅450公尺的近千坪商二土地，每坪205萬元，較2014年高點時隔街土地每坪280萬元打了73折。
玉晶光澄清未炒股  早盤跌逾5%,產經,2017/09/18 11:31,https://www.cna.com.tw/news/afe/201709180070.aspx,（中央社記者韓婷婷台北18日電）媒體報導iPhone鏡頭供應商玉晶光董事長陳天慶遭檢舉與知名分析師郭明錤共謀炒作，雖然玉晶光17日發布重大訊息澄清，仍衝擊玉晶光股價以下跌5.36%開出。
815大停電減收電費 最高扣抵30萬元,產經,2017/09/18 14:06,https://www.cna.com.tw/news/afe/201709180093.aspx,（中央社記者黃麗芸台北18日電）815全台大停電，台電公司放寬停電賠償，減收592萬戶一日電費約新台幣3.6億元，並於近期寄送帳單備註扣繳費用，迄今已寄發其中的240萬戶，最高有扣減30萬元者。
