標題,分類,時間,網址,內文
歐股漲跌互見 倫敦股市收新高,產經,2017/01/04 04:45,https://www.cna.com.tw/news/afe/201701040009.aspx,（中央社倫敦3日綜合外電報導）歐洲主要股市今天收盤漲跌互見，倫敦股市在2017年第一個交易日再創新高。
新年第一個交易日 美股收高道瓊漲119點,產經,2017/01/04 07:19,https://www.cna.com.tw/news/firstnews/201701040012.aspx,（中央社紐約3日綜合外電報導）美國股市今天收盤上揚，在2017年第一個交易日展現樂觀氣息，道瓊指數大漲119.16點，市場顯然對即將上台的川普新政府越來越看好。華爾街股市自12月初以來一再創新高，因為市場預期新總統川普（Donald Trump）和共和黨控制的國會將減稅以及簡化法規。不過，股市在12月底最後幾天走弱回檔。彭博報導，道瓊指數收盤大漲119.16點，或0.60%，來到19881.76點。標準普爾500指數上漲19.00點，或0.85%，來到2257.83點；那斯達克指數上漲45.969點，或0.85%，來到5429.086點。法新社報導，福特汽車公司（Ford Motor Co）宣布，將取消在墨西哥設廠的16億美元計畫，並在一個密西根州廠投資7億美元後，股價大漲3.8%。這項宣布受到總統當選人川普稱許，川普之前曾抨擊這項設廠計畫川普今天揚言對在墨西哥生產部分雪佛蘭科魯茲（Chevrolet Cruze）小型房車的通用汽車公司（GeneralMotors Co）課徵「邊界重稅」後，通用汽車股價上揚0.9%。全球第三大汽車製造商通用汽車表示，去年在美國銷售的約19萬輛雪佛蘭科魯茲款車，有約18萬5500輛是在俄亥俄州廠製造，僅約4500輛科魯茲掀背車款是在墨西哥裝配，在美國銷售。1050104
美元走堅 國際油價收盤下滑,產經,2017/01/04 07:18,https://www.cna.com.tw/news/afe/201701040016.aspx,（中央社紐約3日綜合外電報導）國際油價在攀上18個高點後，今天收盤下滑，部分原因是受到強勢美元影響。
翟本喬談和沛科技裁員 向離職員工致歉,產經,2017/01/04 09:24,https://www.cna.com.tw/news/firstnews/201701040017.aspx,"（中央社記者吳家豪台北4日電）雲端科技公司和沛科技證實裁員，創辦人翟本喬凌晨在臉書發文說明，仍有足夠的資金持續經營雲端儲存產品團隊，資遣人數也不會違反法令，並向離職員工致歉。根據經濟部工商登記資料顯示，和沛科技於2013年5月17日核准成立，實收資本額新台幣8600萬元，董事長翟本喬，董事包括許壽國代表法人鴻佰科技、賀一誠代表法人鴻揚創業投資。根據公開資訊觀測站資料顯示，鴻揚創業投資是鴻海旗下子公司，主要從事創業投資業務及提供企劃、諮詢與企業經營及管理。鴻揚公司投資鴻佰科技，鴻佰科技主要從事資料儲存及處理設備設計、研發設計製造及銷售。以下為翟本喬臉書發文全文。感謝各位朋友的關心，昨天錯過很多電話，沒被接到的朋友請不要見怪。媒體朋友們都會想要證實一些資訊，但任何片斷的資訊都容易造成誤會，所以不能對很多「簡短問一下」的垂詢快速地答覆，還請見諒。和沛科技沒有外傳的一百二十位員工那麼多。相信曾經參與過新創的人都能體會，新創公司必須不斷的調整產品線方向，才能因應競爭激烈的市場變化。這次由於合作夥伴針對市場前景改變了產品規劃，所以我們也需要作出對應的調整，關掉了一個還沒公開的公有雲平台。至於已經有很多客戶採用的雲端儲存產品線，仍會繼續維持足夠的同事進行研發、銷售及維護服務。我們仍有足夠的資金持續經營這個產品團隊，我們的資遣人數也不會違反法令。在有限的資金和時間之下，我們必須把資源用在有最大效益的地方，才是一種負責的態度。對於不能在現在這個時刻繼續為我們的理想共同奮鬥的團隊同仁，我致上最高的歉意。對於離職的同仁我們都會以最大的努力作最妥善的安排，但很多事情在當事人本身還沒作出最後決定之前，如果從媒體上看到相關報導，心裡一定很不舒服。儘管我們已提出優於勞基法的資遣方案，但為了尊重同仁，我不能在這邊擅自代表同仁發言。所以很多細節都需要尊重當事人的意願，到適當的時候才能讓大家知道。謝謝！1060104感謝各位朋友的關心，昨天錯過很多電話，沒被接到的朋友請不要見怪。媒體朋友們都會想要證實一些資訊，但任何片斷的資訊都容易造成誤會，所以不能對很多 ""簡短問一下"" 的垂詢快速地答覆，還請見諒。和沛科技沒有外傳的一百二十位員工那麼多。相信...翟本喬裁員致歉 鄉民留言打氣有人徵才（中央社記者吳家豪台北4日電）知名科技人翟本喬今天凌晨在臉書發文說明和沛科技裁員消息，許多網友在該篇發文底下留言為翟本喬打氣，支持他繼續加油，也有網友趁機徵才，大搶和沛科技資遣員工。    和沛科技創辦人暨總經理翟本喬在臉書發文表示，和沛科技仍有足夠的資金持續經營雲端儲存產品團隊，資遣人數也不會違反法令。在有限的資金和時間下，必須把資源用在有最大效益的地方，才是一種負責的態度。對於不能在現在這個時刻繼續為和沛科技的理想共同奮鬥的團隊同仁，他致上最高的歉意，並已提出優於勞基法的資遣方案。    貼文發布後，截至今天上午9時為止，已獲得近5千人按讚、150次分享。許多網友紛紛留言表達支持：「辛苦了」、「加油」、「創業維艱！」、「謝謝你回台灣打拚」、「這決定對你來說應該也是痛苦／加油」、「辛苦了！願所有夥伴也有好歸宿」、「適時做出對所有人長遠有益的決策，不浪費彼此時間資源，挺，加油！」。    更有網友趁機徵才，計畫2月底前要錄取70位工程師，還使用主題標籤「#和沛科技資遣看這裡」，大搶和沛科技資遣員工。    不過，也有網友酸言酸語表示，「蠻佩服你公司艱辛時還能憂國憂民，也有閒情逸致幫其他企業評頭論足，厲害厲害！」、「智商不能當飯吃，嘴砲不能成大事，再繼續裝神弄鬼嘛！呵～^^」、「我比較想知道你讚不讚成被資遣的員工去開Uber，你會去檢舉他們嗎？」。1060104"
美股大漲  台股走勢受期待,產經,2017/01/04 08:40,https://www.cna.com.tw/news/afe/201701040025.aspx,（中央社台北4日電）美公布多項經濟數據指標看好，美股道瓊工業指數大漲119.16點，台股新年第1個交易日小漲後，今天第2個交易日，能否續漲受到矚目。
房市怎麼走？ 五大房仲這樣看,產經,2017/01/04 08:50,https://www.cna.com.tw/news/afe/201701040031.aspx,（中央社記者韋樞台北4日電）六都公布去年12月房屋買賣移轉棟數，各都全年合計都年減，估計全國總量創新低。五大房仲研判，去年是這波房市修正的底部，今年底有機會成交量能谷底翻揚，價格續修正。
福特怕了川普收手投資 墨西哥：遺憾,產經,2017/01/04 08:52,https://www.cna.com.tw/news/afe/201701040032.aspx,（中央社墨西哥市3日綜合外電報導）針對福特汽車（Ford）受美國總統當選人川普（Donald Trump）批判後，決定揚棄在墨西哥興建新廠計畫，墨國政府今天表示遺憾。川普先前表示，福特將為此付出代價。
宏碁CES秀7大新品 曲面筆電首季上市,產經,2017/01/04 08:55,https://www.cna.com.tw/news/afe/201701040033.aspx,（中央社記者吳家豪台北4日電）宏碁將於2017美國消費性電子展（CES）發表7大新品，包括2款高效能筆電、高效能桌機、Chromebook、曲面螢幕、2款電競螢幕，並宣布電競曲面筆電Predator 21 X將於第1季上市。
台股開盤 漲6.64點,產經,2017/01/04 09:34,https://www.cna.com.tw/news/afe/201701040035.aspx,（中央社台北4日電）台北股市今天開盤漲6.64點，加權股價指數成為9279.52點，成交金額新台幣10.82億元。1060104
新台幣開盤升0.5分,產經,2017/01/04 09:33,https://www.cna.com.tw/news/afe/201701040036.aspx,（中央社台北月4日電）台北外匯市場新台幣兌美元匯率今天以32.24元開盤，升0.5分。
翟本喬裁員致歉 鄉民留言打氣有人徵才,產經,2017/01/04 09:26,https://www.cna.com.tw/news/afe/201701040040.aspx,（中央社記者吳家豪台北4日電）知名科技人翟本喬今天凌晨在臉書發文說明和沛科技裁員消息，許多網友在該篇發文底下留言為翟本喬打氣，支持他繼續加油，也有網友趁機徵才，大搶和沛科技資遣員工。
工程師涉收百餘萬顧問費 台積電:已解雇,產經,2017/01/04 10:08,https://www.cna.com.tw/news/firstnews/201701040044.aspx,（中央社記者張建中新竹4日電）台積電傳出收賄弊案，台積電表示，郭姓工程師在未獲公司允許下，每月向廠商收取新台幣1萬元顧問費，總計100餘萬元，去年11月已將郭姓工程師解雇。媒體報導，台積電爆發收賄弊案，一位郭姓工程師涉嫌向廠商收受顧問費，估計2年多來涉貪金額逾10億元。台積電指出，6月確實收到檢舉函，經過調查發現，郭姓工程師每月向廠商收取1萬元顧問費，總計100多萬元，金額並非如外傳超過10億元。台積電表示，這名郭姓工程師主要是自認具有專業，可以給予廠商建議；因郭姓工程師未經公司允許，向廠商收取顧問費，去年11月已將郭姓工程師解雇，並發函要求廠商遵守從業道德規範。1060104
CES展即將登場 手機大廠火力全開[影],產經,2017/01/04 18:12,https://www.cna.com.tw/news/afe/201701040050.aspx,（中央社記者江明晏台北4日電）CES展5日登場，華為率先發表新一代華為榮耀6X，主打雙鏡頭設計，三星傳出將以3款A系列中階機備戰，宏達電預計在1月12日端出高階機，新機大戰一觸即發。
新台幣早盤走升,產經,2017/01/04 10:12,https://www.cna.com.tw/news/afe/201701040051.aspx,（中央社台北4日電）台北外匯市場新台幣兌美元匯率今天以32.24元開盤，升0.5分；9時45分來到32.219元，升2.6分。
葡萄王祭庫藏股護盤 股價開紅走高,產經,2017/01/04 10:32,https://www.cna.com.tw/news/afe/201701040063.aspx,（中央社記者韓婷婷台北4日電）老牌保健食品廠葡萄王（1707）受竄改效期事件重創，衝擊近來股價持續重挫，為護盤，葡萄王董事會決議啟動庫藏股擬買回3000張普通股，激勵今天股價開紅盤有望止穩。
央行雞年生肖套幣  12日開賣,產經,2017/01/04 12:20,https://www.cna.com.tw/news/afe/201701040066.aspx,（中央社記者邱柏勝台北 4日電）中央銀行宣布，12日委請台灣銀行公開發售「丁酉雞年生肖紀念套幣」，含面額新台幣100元的銀幣以及面額新台幣10元的銅合金幣各一枚成套，總共12萬套，每套售價1800元。
亞股 1月容易漲？ 法人統計這麼說,產經,2017/01/04 10:44,https://www.cna.com.tw/news/afe/201701040071.aspx,（中央社記者田裕斌台北 4日電）2017年 1月哪些市場最被看好？根據投信統計，歷年亞股 1月漲勢相當亮眼，包括越南、泰國、印度、台灣，1月平均漲幅都超過1%，且不少亞洲市場上漲機率高達8成。
Sienta熱銷逾4000台 看衰網友喊崩潰[影],產經,2017/01/04 11:13,https://www.cna.com.tw/news/afe/201701040072.aspx,（中央社記者田裕斌台北 4日電）豐田(Toyota)自去年10月中旬發表以來，定價策略惹網路熱議，網友也一面倒看衰銷售成績，但去年12月銷售成績出爐，Sienta掛牌2183台，網友一片崩潰聲。
中華電簡碼新服務 市話直播嘛也通,產經,2017/01/04 10:47,https://www.cna.com.tw/news/afe/201701040073.aspx,（中央社記者江明晏台北4日電）中華電信市話簡碼服務上線，未來企業客戶的「55XXX」五碼簡碼不只能在手機上撥打，市話用戶也可直接撥打，舉例來說，台灣大車隊「55688」透過市話也能撥打叫車。
