標題,分類,時間,網址,內文
確染H5N2鵝隻  雲林完成撲殺消毒,產經,2015/01/12 00:02,https://www.cna.com.tw/news/afe/201501120002.aspx,（中央社記者葉子綱雲林縣11日電）雲林縣政府今天表示，農委會防檢局通報確染H5N2禽流感鵝隻，晚間完成5211隻撲殺，以及全場消毒作業。
確染H5N2鵝隻 雲林完成撲殺,產經,2015/01/12 00:47,https://www.cna.com.tw/news/afe/201501120004.aspx,（中央社記者葉子綱雲林縣12日電）雲林縣政府今天表示，農委會防檢局通報確染H5N2禽流感鵝隻，11日晚間完成5211隻撲殺，以及全場消毒作業。
美股下挫禽流感  台股預期區間整理,產經,2015/01/12 07:21,https://www.cna.com.tw/news/afe/201501120024.aspx,（中央社記者鍾榮峰台北12日電）美股下挫，台股9日守住短中長均線。法人表示，台股今天需留意美股震盪以及禽流感疫情因素，預期台股短線在區間震盪整理。
VOLVO去年賣近5000台 創紀錄,產經,2015/01/12 14:55,https://www.cna.com.tw/news/afe/201501120025.aspx,（中央社記者田裕斌台北12日電）去年台灣進口車銷售13.6萬台，創2002年以來新高；其中，VOLVO銷量4777台，創分公司入台後新高，連續8年正成長。
紡拓會拓展商機 今年首度揮軍土耳其,產經,2015/01/12 07:25,https://www.cna.com.tw/news/afe/201501120026.aspx,（中央社記者韋樞台北12日電）紡拓會今天起3天分三場說明今年度「紡織品整合行銷與商機開發計畫」。紡拓會表示，這項計畫分行銷諮詢、行銷輔導、商機開發三大主軸；今年決定帶廠商開拓土耳其市場。
美耶誕購物季超級星期六 銷售230億美元,產經,2015/01/12 07:43,https://www.cna.com.tw/news/afe/201501120028.aspx,（中央社記者韋樞台北12日電）紡拓會引述經濟部國貿局資料，美國經濟優異，油價又下跌，推升美國去年12月的耶誕購物季銷售績效。市場研究單位估計，超級星期六銷售金額達230億美元，超過黑色星期五的200億美元。
日本新年度總預算創新高,產經,2015/01/12 08:51,https://www.cna.com.tw/news/afe/201501120033.aspx,（中央社記者楊明珠東京12日專電）日本「讀賣新聞」報導，日本政府編列2015年度總預算為96兆3000億日圓（約新台幣26兆9000億元），創新高。預算的國債依賴度時隔6年低於40%。
台股開盤跌17.56點,產經,2015/01/12 09:02,https://www.cna.com.tw/news/afe/201501120037.aspx,（中央社台北12日電）台北股市今天開盤跌17.56點，加權股價指數成為9198.02點，成交金額新台幣12.34億元。1040112
鴻海去年獲利估衝新高 股價開平,產經,2015/01/12 09:08,https://www.cna.com.tw/news/afe/201501120039.aspx,（中央社記者鍾榮峰台北12日電）鴻海今天開盤股價持平。法人預期，鴻海去年全年獲利超過新台幣1200億元大關，再創歷年新高。
禽流感是否影響物價 張盛和：看關連性,產經,2015/01/12 09:42,https://www.cna.com.tw/news/afe/201501120051.aspx,（中央社記者韋樞台北12日電）農曆年前雞鴨需求正旺時爆發禽流感，是否會影響物價，財政部長張盛和表示，要看禽流感控制情形，看來農委會應可控制，物價漲跌要看關連性。
新台幣早盤升1.13角,產經,2015/01/12 10:00,https://www.cna.com.tw/news/afe/201501120057.aspx,（中央社台北12日電）台北外匯市場新台幣兌美元匯率今天以31.936元開盤，持平； 9時45分來到 31.823元，升1.13角。
穿戴新動能 宏達電登上150元,產經,2015/01/12 10:05,https://www.cna.com.tw/news/afe/201501120062.aspx,（中央社記者江明晏台北12日電）宏達電去年轉盈，近期展開一連串新布局，包括攜手美國高檔運動品牌UA搶進穿戴裝置市場等，可望帶來新動能，宏達電今天股價大漲，登上久違的150元關卡。
獲利夯 富邦金去年大賺逾600億,產經,2015/01/12 10:09,https://www.cna.com.tw/news/afe/201501120064.aspx,（中央社記者田裕斌台北12日電）富邦金控自結去年稅後純益新台幣601.92億元，年增56%，每股稅後純益(EPS)5.88元，再創成立以來新高。
油槽疑違法未安檢 經長：待釐清責任,產經,2015/01/12 10:11,https://www.cna.com.tw/news/afe/201501120065.aspx,（中央社記者黃巧雯台北12日電）報載中油在台北港使用未經申報納管安檢的儲槽，經濟部長鄧振中今天說，會要求相關公司依規定處理，目前還待釐清責任。
禽流感來襲 防疫概念股勁揚,產經,2015/01/12 10:16,https://www.cna.com.tw/news/afe/201501120068.aspx,（中央社記者羅秀文台北12日電）台灣爆發禽流感，台股今天開盤走跌，但防疫概念股一枝獨秀，國光生技、毛寶、恆大、美德醫開盤漲停，來到31.45、14.9、21.85、2.28元，花仙子、康那香也同步大漲。
北市：家禽批發市場土雞價平穩,產經,2015/01/12 14:54,https://www.cna.com.tw/news/afe/201501120070.aspx,（中央社記者黃意涵台北12日電）屏東9日傳出禽流感疫情，台北市產業發展局今天表示，台北市家禽批發市場土雞價格平穩，未受禽流感疫情影響。
外資一買一賣 台積聯電不同調,產經,2015/01/12 10:23,https://www.cna.com.tw/news/afe/201501120077.aspx,（中央社記者張建中新竹12日電）晶圓代工廠台積電與聯電外資買賣動向大不同，牽動兩公司股價明顯不同調。
盼政府領軍物聯網 研華提3建言,產經,2015/01/12 10:34,https://www.cna.com.tw/news/afe/201501120085.aspx,（中央社記者田裕斌台北12日電）研華科技看好物聯網及智慧城市未來15年有爆炸性成長，趁總統馬英九參訪之際，提出3大建言，希望台灣利用半導體、電子元件、工業電腦基礎，搭上物聯網商機。
電子撐盤  指數平盤整理,產經,2015/01/12 11:02,https://www.cna.com.tw/news/afe/201501120105.aspx,（中央社記者鍾榮峰台北12日電）台股盤中在9200和10日均線上下狹幅整理，電子股相對有撐。法人表示，台股指數在月線9127點之上，外資短期心態偏多，大盤走高檔整理。
禽流感襲台  業者年前旺季恐泡湯,產經,2015/01/12 11:06,https://www.cna.com.tw/news/afe/201501120108.aspx,（中央社記者韓婷婷台北12日電）禽流感疫情已從屏東向上擴散到彰化以南，消費者聞鴨、鵝、雞蛋色變，預料將引發價格下滑，肉雞大廠大成、卜蜂農曆春節旺季效應恐受到衝擊。
高雄氣爆捐款 立院要求2個月後提報,產經,2015/01/12 11:11,https://www.cna.com.tw/news/afe/201501120112.aspx,（中央社記者韋樞台北12日電）立法院財政委員會今天排入高雄氣爆後，高市府有無浮濫發放善款議題，引發高雄選區立委抗議，召委林德福與國民黨團協商後宣布，兩個月後要求審計部、衛福部再來報告。
疑用禽流感問題蛋 王品：已換了供應商,產經,2015/01/12 11:14,https://www.cna.com.tw/news/afe/201501120113.aspx,（中央社記者江明晏台北12日電）繼屏東大武山蛋雞場發現雞隻感染H5N2後，國內爆發禽流感疫情，王品表示，去年下半年已更換屏東大武山蛋雞場供應商，請民眾無需擔憂，王品目前每日嚴格執行監控作業。
江蕙封麥  尾牙人氣飆,產經,2015/01/12 12:33,https://www.cna.com.tw/news/afe/201501120115.aspx,（中央社記者吳靜君台北12日電）根據1111人力銀行調查，上班族尾牙、春酒最期待的藝人，在可複選的情況之下，女藝人方面，金曲天后江蕙從去年的第9名，上升到今年的第4名。
業績亮麗 光洋科股價飆高,產經,2015/01/12 11:21,https://www.cna.com.tw/news/afe/201501120118.aspx,（中央社記者張建中新竹12日電）靶材廠光洋科去年12月合併營收攀至新台幣78.5億元，創2年來新高紀錄，激勵股價大漲。
禽流感威脅  鵝肉業者怕斷貨,產經,2015/01/12 11:23,https://www.cna.com.tw/news/afe/201501120119.aspx,（中央社記者楊思瑞台南12日電）台南市下營鵝肉料理聲名遠播，業者面臨禽流感疫情影響，除了擔心買氣下降，還怕出現貨源斷層，只盼疫情不要擴大。
台灣租稅負擔率  幾乎是全球最低,產經,2015/01/12 11:33,https://www.cna.com.tw/news/afe/201501120138.aspx,（中央社記者黃巧雯台北12日電）外界質疑台灣綜所稅太高，不利吸引人才及投資，財政部次長吳當傑今天說，台灣租稅負擔率僅12.8%，幾乎是全球最低，他不認為高所得者會因稅率提高到45%而變更國籍。
李金標接任紐約台灣商會會長,產經,2015/01/12 14:55,https://www.cna.com.tw/news/afe/201501120143.aspx,（中央社記者黃兆平紐約11日專電）在大紐約台灣僑團具有指標意義的台灣商會，今晚舉行新卸任會長交接，新會長李金標表示將竭盡所能繼續壯大商會。聯邦眾議員孟昭文、市議員顧雅明等300多人出席觀禮。
禽流感爆發  畜產價未波動,產經,2015/01/12 11:46,https://www.cna.com.tw/news/afe/201501120148.aspx,（中央社記者楊淑閔台北12日電）禽流感疫情確認爆發2種台灣沒有過的病毒，台北市蛋商公會理事長許忠信說，今天蛋價未受影響，一台斤批發價為新台幣41元，其他水禽產品未受影響。
經長：油價跌 GDP增1個百分點,產經,2015/01/12 11:48,https://www.cna.com.tw/news/afe/201501120151.aspx,（中央社記者黃巧雯台北12日電）國際油價大跌，經濟部長鄧振中今天表示，油價跌有助於國內經濟發展，預估GDP可增加0.2至1個百分點。
