標題,分類,時間,網址,內文
科技股堪慮 歐股收跌,產經,2014/04/08 01:07,https://www.cna.com.tw/news/afe/201404080010.aspx,（中央社倫敦7日綜合外電報導）交易商說，由於投資人全球科技業、美國利率走向以及烏克蘭再度爆發動亂感到憂心，歐股今天繼其他地區之後下跌。
科技股居高思危 美股續挫,產經,2014/04/08 05:25,https://www.cna.com.tw/news/afe/201404080016.aspx,（中央社紐約7日綜合外電報導）由於投資人擔心科技股的股價偏高，並審慎等候財報季來臨，美股今天一連第三天重挫。
利比亞供油恢復 國際油價跌,產經,2014/04/08 05:45,https://www.cna.com.tw/news/afe/201404080017.aspx,（中央社紐約7日綜合外電報導）利比亞叛軍同意，將封鎖下的4座石油出口倉庫重開2座，顯示可對市場恢復供油，國際油價今天下滑。
三星惹議 白宮不禁與總統自拍,產經,2014/04/08 07:12,https://www.cna.com.tw/news/afe/201404080020.aspx,（中央社記者林淑媛華盛頓7日專電）美國職棒大聯盟球星用三星手機與美國總統歐巴馬自拍照，被三星引用轉推，引發置入性行銷爭議，白宮雖然大為光火，但發言人卡尼今天表示，沒有因此打算要禁止與總統自拍。
旺詮3月營收  月增逾3成,產經,2014/04/08 07:19,https://www.cna.com.tw/news/afe/201404080021.aspx,（中央社記者鍾榮峰台北8日電）電阻元件和晶片電阻廠旺詮自結3月合併營收新台幣2.53億元，月增逾30%，年增12.9%。累計今年前3月旺詮自結合併營收約6.79億元，年增15.14%。
耕興3月營收  新高,產經,2014/04/08 07:21,https://www.cna.com.tw/news/afe/201404080022.aspx,（中央社記者許湘欣台北8日電）耕興3月合併營收新台幣2.18億元，刷新歷史新高紀錄，並比去年同期成長20.94%。
HiNet周年慶 認養台灣黑熊,產經,2014/04/08 07:25,https://www.cna.com.tw/news/afe/201404080023.aspx,（中央社記者江明晏台北8日電）中華電信HiNet今年週年慶舉辦「HiNet分享愛 熊Happy」公益活動，參與台北市立動物園「建園100週年黑熊保育研究計畫」認養台灣黑熊，也發動同仁捐款認養。
Z世代開口說愛 知易行難,產經,2014/04/08 07:33,https://www.cna.com.tw/news/afe/201404080024.aspx,（中央社記者江明晏台北8日電）遠傳電信與董氏基金會公布國內首次「兒童及青少年情感口語表達與通訊媒介關聯」報告，發現在情緒表達上，Z世代有知易行難的問題。
三星Note 3 Neo將登台,產經,2014/04/08 07:33,https://www.cna.com.tw/news/afe/201404080025.aspx,（中央社記者江明晏台北8日電）三星GALAXY Note系列在台已突破百萬戶，積極擴大4G LTE產品布局，再推出承襲GALAXY Note 3特色、支援台灣4G LTE全頻通的GALAXY Note 3 Neo，預計15日登台上市。
台北國際木工機展 5月登場,產經,2014/04/08 07:37,https://www.cna.com.tw/news/afe/201404080026.aspx,（中央社記者黃巧雯台北8日電）外貿協會宣布，台北國際木工機械暨木工材料展將於5月8日至11日在南港展覽館舉行，屆時將展示台灣木工機械產業領先全球的堅強技術實力。
科技股帶煞 美股續挫,產經,2014/04/08 07:37,https://www.cna.com.tw/news/afe/201404080027.aspx,（中央社台北8日電）彭博報導，美股下跌，科技股延續上周頹勢，那斯達克百種指數寫下2011年來最大連3日跌幅，標準普爾500指數今年漲幅則悉數回吐。
印尼股市長線好 短線波動恐升,產經,2014/04/08 07:42,https://www.cna.com.tw/news/afe/201404080028.aspx,（中央社記者許湘欣台北8日電）上週亞股資金動能轉強，印尼股市表現持續出色。投信業者認為，長期印尼走勢持續看好，但短期需留意漲多回檔、波動加劇。
賴正鎰：陸資炒樓說 太沈重,產經,2014/04/08 07:42,https://www.cna.com.tw/news/afe/201404080029.aspx,（中央社記者韋樞台北8日電）市場傳陸資可趁「兩岸服務貿易協議」機會來台炒樓，助漲房價。鄉林集團董事長賴正鎰說，台灣開放大陸買房11年只買了136間，「陸資炒樓說」言過其實。
長華3月營收 月增逾41%,產經,2014/04/08 07:42,https://www.cna.com.tw/news/afe/201404080030.aspx,（中央社記者鍾榮峰台北8日電）IC封裝材料通路商長華電材自結3月合併營收新台幣14.69億元，月增41.4%，年增9.16%。累計今年前3月長華自結合併營收38.17億元，年增6.87%。
歐美股大跌 投資人宜謹慎,產經,2014/04/08 07:45,https://www.cna.com.tw/news/afe/201404080031.aspx,（中央社記者韋樞台北8日電）美股大跌，歐股從6年高點跌落，德國股市重挫184點，法人提醒，台股7日終場雖小跌12點，但歐美股雙雙收黑，投資人宜提高警覺。
調節供需  法國豬首度出口台灣,產經,2014/04/08 07:45,https://www.cna.com.tw/news/afe/201404080032.aspx,（中央社記者曾依璇巴黎7日專電）由於今年春天爆發的小豬下痢疫情導致台灣豬肉價格上漲，又恰逢台灣3月起開放進口法國豬肉，在中華民國駐法代表呂慶龍協調下，首度把400公噸法國豬肉引進台灣。
投顧：新興債市開始吸金,產經,2014/04/08 07:49,https://www.cna.com.tw/news/afe/201404080033.aspx,（中央社記者潘智義台北8日電）富蘭克林投顧指出，遲至近一週新興國家債市才見明顯共同基金資金流入，但觀察花旗新興債指數，多數債市歷經利空測試，已有逆勢上揚跡象。
奕力3月業績  近10個月高,產經,2014/04/08 08:01,https://www.cna.com.tw/news/afe/201404080034.aspx,（中央社記者張建中新竹8日電）面板驅動IC廠奕力3月合併營收新台幣8.87億元，月增66%，為近10個月新高。
群光3月營收 月增29.2%,產經,2014/04/08 08:33,https://www.cna.com.tw/news/afe/201404080038.aspx,（中央社記者韓婷婷台北8日電）群光電子3月份自結合併營收為新台幣63.7億元，較2月成長29.2%。累計1至3月自結合併營收為169.6億元，約與去年同期相當。
黃金未平倉量縮減 暗示漲勢結束,產經,2014/04/08 08:37,https://www.cna.com.tw/news/afe/201404080039.aspx,（中央社台北8日電）彭博報導，STA財富管理公司執行長羅伯茲（Lance Roberts）指出，紐約商品交易所（Comex）黃金未平倉量（open interest）創5年低點，暗示金價正邁向2009年以來最低。
淡季不淡 胡連3月營收創新高,產經,2014/04/08 08:37,https://www.cna.com.tw/news/afe/201404080041.aspx,（中央社記者韓婷婷台北8日電）車用端子廠胡連3月合併營收衝破2.9億元，創下單月歷史新高，月增40%，第1季合併營收來到7.55億元，淡季不淡，年增率13.6%，表現優於預期。
