標題,分類,時間,網址,內文
陸歐數據利多油價穩定 歐股收高,產經,2016/08/10 01:46,https://www.cna.com.tw/news/afe/201608100008.aspx,（中央社倫敦9日綜合外電報導）全球股市今天大多上揚，歐洲主要股市收高，主因受到中國大陸與歐洲經濟數據激勵，國際石油價格穩定也讓投資人樂觀。
投資人獲利回吐 國際油價稍微回跌,產經,2016/08/10 05:16,https://www.cna.com.tw/news/afe/201608100014.aspx,（中央社紐約9日綜合外電報導）國際油價在最近上揚後，由於投資人獲利回吐，今天收盤稍微下滑。
美股收盤 大致持平,產經,2016/08/10 08:53,https://www.cna.com.tw/news/afe/201608100015.aspx,（中央社紐約9日綜合外電報導）儘管大型零售商股價下滑，美國股市今天收盤大致持平。
外資續買加基本面轉好 台股有再漲空間,產經,2016/08/10 08:54,https://www.cna.com.tw/news/afe/201608100021.aspx,（中央社記者田裕斌台北10日電）美股盤中再創歷史新高，雖受到油價回檔影響漲幅收斂，但仍以紅盤作收，對台股而言，外資持續買超及基本面有轉好跡象，指數仍有再向上挺進的空間。
陵園塔位變道館  爆抓「寶」熱潮,產經,2016/08/10 10:04,https://www.cna.com.tw/news/afe/201608100038.aspx,（中央社記者韋樞台北10日電）任天堂手遊精靈寶可夢GO（Pokemon Go）爆紅，不但每天路上充滿尋寶人潮，就連農曆七月令人敬而遠之的陵園塔位，因為寶可夢的出沒提前湧現人潮。
台股開盤漲5.86點,產經,2016/08/10 09:03,https://www.cna.com.tw/news/afe/201608100039.aspx,（中央社台北10日電）台北股市今天開盤漲5.86點，加權股價指數成為9160.94點，成交金額新台幣11.40億元。1050810
新台幣開31.4元  隨即狂升1.89角,產經,2016/08/10 10:15,https://www.cna.com.tw/news/afe/201608100043.aspx,（中央社台北10日電）台北外匯市場新台幣兌美元匯率今天以31.400元開盤，升5.5分。不過隨後瞬間爆升1.89角，最高來到31.266元。
群聯爆1.6萬張天量  跳跌走高甩跌停,產經,2016/08/10 09:22,https://www.cna.com.tw/news/afe/201608100047.aspx,（中央社記者張建中新竹10日電）群聯在連續2個交易日重挫跌停後，在買盤積極湧入下，股價開盤未再跌停，並開低走高；短短不到10分鐘，成交量即多達1.6萬張，創下歷史最大量。
行銷台灣美食  經濟部商業司再出招,產經,2016/08/10 09:59,https://www.cna.com.tw/news/afe/201608100061.aspx,（中央社記者程啟峰高雄10日電）經濟部商業司集結全台16家特色優質餐廳日前參加台灣美食展獲熱烈迴響，8月15日至11月30日將再結合近300家全台各地特色餐飲老店，巡迴各地聯合行銷台灣美食魅力。
愛爾達轉播奧運賽事 瀏覽數破300萬次,產經,2016/08/10 10:01,https://www.cna.com.tw/news/afe/201608100063.aspx,（中央社記者吳家豪台北10日電）取得里約奧運台灣總代理的新媒體業者愛爾達電視表示，奧運轉播總瀏覽數已超過300萬次，顯示國人透過新媒體觀賞奧運賽事轉播已成趨勢。
