標題,分類,時間,網址,內文
美股收盤下挫 道瓊指數跌190點,產經,2015/05/27 05:06,https://www.cna.com.tw/news/afe/201505270012.aspx,（中央社紐約26日綜合外電報導）華爾街股市今天收盤下挫，道瓊工業指數大跌約190點，主因美國經濟數據強勁造成美元升值，並引發聯邦準備理事會（Fed）可能較預期提前升息的揣測。
無法報稅  本週快向稅捐單位申請,產經,2015/05/27 07:29,https://www.cna.com.tw/news/afe/201505270018.aspx,（中央社記者韋樞台北27日電）財政部表示，納稅義務人若因天災、事變、不可抗力事由，或是經濟弱勢者，不能於法定期間內繳清稅捐，可以在規定納稅期間內(僅剩本週)，向稅捐稽徵機關申請延期或分期繳納。
外資占比仍低 A股具MSCI題材,產經,2015/05/27 07:35,https://www.cna.com.tw/news/afe/201505270020.aspx,（中央社記者田裕斌台北27日電）近期陸股話題圍繞在能否在6月納入MSCI指數，保德信投信投資長黃時彥表示，外資占A股市值僅2%，無論6月是否納入MSCI，A股都具來自於外資的推升力道。
美元兌日圓升值 達8年高峰,產經,2015/05/27 07:44,https://www.cna.com.tw/news/afe/201505270022.aspx,（中央社紐約26日綜合外電報導）美元兌日圓匯率今天攀升至8年高峰，因愈來愈多跡象顯示美國正擺脫經濟谷底。
霉運當頭 蘋果亞利桑那廠慘遭祝融,產經,2015/05/27 07:52,https://www.cna.com.tw/news/afe/201505270023.aspx,（中央社舊金山26日綜合外電報導）彭博報導，蘋果位在亞利桑那州梅薩市（Mesa）的工廠今天慘遭祝融之災，顯示這座工廠依然走霉運。
管制趨嚴 農地交易大減,產經,2015/05/27 07:53,https://www.cna.com.tw/news/afe/201505270025.aspx,（中央社記者韋樞台北27日電）農委會將公布新版農地興建農舍辦法，以杜絕假農炒作農地和農舍。房仲指出，今年前4月全台農地釋出量年增70%，但首季成交件數大減37.2%，成交總金額年衰退52.2%，顯然供需失調。
涉不公平競爭 優步在米蘭止步,產經,2015/05/27 07:59,https://www.cna.com.tw/news/afe/201505270026.aspx,（中央社記者鄭傑憶米蘭26日專電）透過手機應用程式叫車的「優步」（Uber）為消費者提供便利選擇。然而，義大利計程車司機認為生計受威脅，提起訴訟。米蘭地方法院判決，優步是不公平競爭，下令停止營業。
美股大跌  台股恐測季線支撐,產經,2015/05/27 08:59,https://www.cna.com.tw/news/firstnews/201505270031.aspx,（中央社記者羅秀文台北27日電）市場揣測美國聯邦準備理事會(Fed)可能提前升息，衝擊道瓊工業指數大跌190.48點，台股今天恐測試季線9655點支撐。美國經濟數據強勁造成美元升值，引發聯邦準備理事會可能較預期提前升息的揣測，衝擊美股4大指數走跌。其中，道瓊工業指數收盤大跌190.48點或1.04%，收在18041.54點；標普500指數下跌21.86點或1.03%，收在2104.2點。以科技股為主的那斯達克綜合指數下跌56.61點或1.11%，收在5032.75點；費城半導體指數下跌5.45點或0.76%，收在714.75點。歐洲主要股市也下跌，倫敦FTSE 100指數終場下跌82.73點或1.18%，收在6948.99點。法國CAC 40指數下跌33.63點或0.66%，收在5083.54點。法蘭克福DAX 30指數下跌189.88點或1.61%，來到11625.13點。1040527
傳葉倫擬不參加今年傑克森霍爾會議,產經,2015/05/27 08:47,https://www.cna.com.tw/news/afe/201505270038.aspx,（中央社華盛頓26日綜合外電報導）彭博報導，美國聯邦準備理事會（Fed）華府1名發言人說，主席葉倫（Janet Yellen）計劃今年不參加與經濟學家和決策者在懷俄明州傑克森霍爾（Jackson Hole）舉行的年度會議。
台股開盤跌0.94點,產經,2015/05/27 09:02,https://www.cna.com.tw/news/afe/201505270042.aspx,（中央社台北27日電）台北股市今天開盤跌0.94點，加權股價指數成為9668.47點，成交金額新台幣18.04億元。1040527
