標題,分類,時間,網址,內文
憂川普減稅不成 歐股走跌,產經,2017/03/28 02:41,https://www.cna.com.tw/news/firstnews/201703280006.aspx,（中央社倫敦27日綜合外電報導）由於市場擔心，美國總統川普廢除歐記健保挫敗恐使他難以貫徹減稅和基建支出承諾，歐股今天走跌。倫敦FTSE 100指數下挫43.32點或0.59%，以7293.50點作收。法蘭克福DAX 30指數滑落68.20點或0.57%，收在11996.07點。巴黎CAC 40指數小跌3.47點或0.07%，收5017.43點。1060328
川普稅改抵銷健保受挫 美股漲跌互見,產經,2017/03/28 05:59,https://www.cna.com.tw/news/firstnews/201703280008.aspx,（中央社紐約27日綜合外電報導）投資人樂見美國總統川普在健保政策鎩羽後將注意力轉向稅務改革，美股今天擺脫早盤疲軟走勢，收盤再度呈現漲跌互見。道瓊工業指數下挫45.74點或0.22%，以20550.98點作收。標準普爾指數小跌2.39點或0.10%，收在2341.59點。科技股那斯達克指數漲升11.64點或0.20%，收5840.38點。1060328
減產動向不明 國際油價恢復跌勢,產經,2017/03/28 06:29,https://www.cna.com.tw/news/afe/201703280010.aspx,（中央社紐約27日綜合外電報導）由於投資人仍不確定，產油國是否會將石油輸出國家組織（OPEC）發起的減產行動延長到6月底之後，以減少全球供油過剩，國際油價今天恢復跌勢。
巴西爆黑心肉醜聞  肉類出口日均跌19%,產經,2017/03/28 07:22,https://www.cna.com.tw/news/afe/201703280011.aspx,（中央社記者唐雅陵聖保羅27日專電）巴西工業外貿服務部今天指出，17日爆發巴西黑心肉貪腐機制醜聞後，肉類出口額每天平均從6220萬美元減至5050萬美元，跌幅19%。
美股漲跌互見  台股留意3面向,產經,2017/03/28 08:07,https://www.cna.com.tw/news/afe/201703280015.aspx,（中央社記者鍾榮峰台北28日電）美股27日擺脫早盤疲軟走勢，收盤漲跌互見。台股27日小跌守住10日線。法人表示，台股需留意技術指標、月底後長假效應、以及量能表現，短線價量區間震盪。
中裕與ADARC簽署愛滋病治療型新藥授權,產經,2017/03/28 08:27,https://www.cna.com.tw/news/afe/201703280018.aspx,（中央社記者韓婷婷台北28日電）中裕新藥與世界知名愛滋病研究中心ADARC簽署一項最新愛滋病治療型新藥Bispecific Antibodies技術及相關專利的全球獨家專屬授權，有助強化及充實中裕研發新藥產品線與實力。
東森購物與森森慶合併 全館限時88折起,產經,2017/03/28 08:33,https://www.cna.com.tw/news/afe/201703280020.aspx,（中央社記者吳家豪台北28日電）為慶祝東森購物與森森購物將於4月1日起合併為東森購物，首波優惠活動從今天上午10時至3月29日上午10時，限時24小時，東森購物網與森森購物網聯手推優惠，全館88折起。
台股開盤漲33.22點 收復9900點,產經,2017/03/28 09:04,https://www.cna.com.tw/news/afe/201703280032.aspx,（中央社台北28日電）台北股市今天開盤漲33.22點，加權股價指數成為9909.99點，成交金額新台幣17.31億元。1060328
新台幣飆上2年半新高 開盤續強升5分,產經,2017/03/28 09:40,https://www.cna.com.tw/news/firstnews/201703280033.aspx,（中央社台北28日電）台北外匯市場新台幣兌美元匯率今天以30.200元開盤，升5分。在外資大舉匯入下，新台幣兌美元匯率昨天終場匯率以30.250元、升值2.38角，創2年半新高作收。新台幣兌美元今天開盤交易區間為30.190元至30.280元。1060328
英發行新版1鎊硬幣  號稱最難偽造,產經,2017/03/28 10:21,https://www.cna.com.tw/news/afe/201703280043.aspx,（中央社倫敦27日綜合外電報導）擁有英格蘭、蘇格蘭、威爾斯、北愛爾蘭各自象徵物的新版1英鎊硬幣，今天趕在英國啟動脫歐程序前夕上市流通。這枚12邊形的新硬幣號稱是最安全、最難偽造的硬幣。
新台幣續強 早盤升5.5分,產經,2017/03/28 09:55,https://www.cna.com.tw/news/afe/201703280051.aspx,（中央社台北28日電）台北外匯市場新台幣兌美元匯率今天以30.200元開盤，升 5分；9時50分來到30.195元，升 5.5分。
替代役賣鍋貼遭批 杜紫宸：大學生缺操,產經,2017/03/28 10:41,https://www.cna.com.tw/news/firstnews/201703280059.aspx,（中央社記者潘智義台北28日電）替代役賣鍋貼、到小7服務？前工研院知識經濟與競爭力研究中心主任杜紫宸指出，小7、鍋貼店這些工作很操，現在大學生就缺這個。延伸閱讀》替代役到四海遊龍 林全：看來有點奇怪
公股行庫衝金融科技 華銀引領先鋒,產經,2017/03/28 10:19,https://www.cna.com.tw/news/afe/201703280061.aspx,（中央社記者蔡怡杼台北28日電）金融科技蓬勃發展，財政部期待透過華南銀行的數位平台發展出專屬公股行庫的金融科技服務，同時，金管會強調，對金融科技發展持滾動式調整態度。
光隆越南廠房火災 損失1300萬美元,產經,2017/03/28 10:23,https://www.cna.com.tw/news/afe/201703280064.aspx,（中央社河內28日電）台灣光隆越南子公司─光隆湄公公司廠房23日發生嚴重火災，損失估計1300萬美元。廠方今年初已購買火災保險，相關損失將由保險公司承擔。
東芝案傳10多家企業搶 這2家最積極,產經,2017/03/28 10:24,https://www.cna.com.tw/news/afe/201703280065.aspx,（中央社記者鍾榮峰台北28日電）鴻海布局東芝記憶體進入倒數時刻。韓媒報導，參與競標東芝記憶體的企業高達10多家，SK海力士與威騰電子最積極，鴻海或中國大陸清華紫光可能性較低。
神秘客買川普兒時宅  賣家大賺逾2千萬,產經,2017/03/28 10:44,https://www.cna.com.tw/news/afe/201703280066.aspx,（中央社紐約27日綜合外電報導）美國總統川普在紐約皇后區住到4歲的兒時住家，已由神秘買家以214萬美元（約新台幣6514萬美元）拍得，讓去年12月才買下這棟房子的投資客大賺75萬美元（約新台幣2283萬元）。
