標題,分類,時間,網址,內文
IMF：希臘成長恐放緩 資金缺5百億歐元,產經,2015/07/03 00:18,https://www.cna.com.tw/news/afe/201507030004.aspx,（中央社華盛頓2綜合外電報導）國際貨幣基金（IMF）今天表示 ，希臘要穩定其財政，縱使根據現有的債權人計畫，它需要再獲得至少500億歐元（550億美元）的資金，包括歐洲聯盟債權人提供360億歐元的金援。
希臘即使獲援 打消債務仍是要務,產經,2015/07/03 00:32,https://www.cna.com.tw/news/afe/201507030006.aspx,（中央社巴黎2日綜合外電報導）債務減記、勾銷、重新改造、重新整修…隨便你挑個字眼，如果希臘的債務未完全違約，債權人將必須處理其龐大債務造成的問題。
歐股漲跌互見  英油和解案拉抬英股,產經,2015/07/03 01:53,https://www.cna.com.tw/news/afe/201507030010.aspx,（中央社倫敦2日綜合外電報導）歐洲主要股市今天收盤漲跌互見，英國股市一枝獨秀，主因英國石油公司同意以重金和解墨西哥灣漏油求償案，股價大漲回應，德法股市則因希臘週末即將就紓困方案舉行公投而下挫。
觀望希臘公投結果  美股收小黑,產經,2015/07/03 05:01,https://www.cna.com.tw/news/afe/201507030016.aspx,（中央社紐約2日綜合外電報導）華爾街股市今天收盤小跌，主因美國新公布的就業數據多空雜陳，而投資人還在等候希臘週末就債務危機舉行公投，這次公投的結果攸關歐元區的前途。
憂供應過剩  世界油價難漲,產經,2015/07/03 05:27,https://www.cna.com.tw/news/afe/201507030017.aspx,（中央社紐約2日綜合外電報導）世界油價在昨天大跌後今天幾乎持平，主因交易商憂慮全球供應過剩，以及美國開採原油的油井數量今年首度增加。
鬼月前拚買氣 車廠祭優惠,產經,2015/07/03 09:52,https://www.cna.com.tw/news/afe/201507030024.aspx,（中央社記者田裕斌台北3日電）距離農曆鬼月僅剩一個半月，車廠紛紛祭出優惠搶淡季前的最後買氣，福特(FORD)祭出夏季優惠專案，裕日車也推出限量300台的LIVINA「無敵大全配」。
八仙塵爆傷者 台灣大將協助就業,產經,2015/07/03 07:48,https://www.cna.com.tw/news/afe/201507030025.aspx,（中央社記者江明晏台北3日電）關懷八仙塵爆傷者，台灣大哥大呼籲民眾響應捐款，用戶透過手機直撥518013，就能即時捐款，台灣大並將優先提供傷者職缺，協助就業。
被指售價灌水  美完全食品市場道歉,產經,2015/07/03 07:10,https://www.cna.com.tw/news/afe/201507030026.aspx,（中央社記者顏伶如波特蘭2日專電）被紐約市消費者事務局指控包裝類食品有價格灌水嫌疑之後，走高價路線的「完全食品市場」連鎖食品超市，高層主管透過影片公開道歉。
亞股操作難度高 投信：看好科技股,產經,2015/07/03 07:12,https://www.cna.com.tw/news/afe/201507030027.aspx,（中央社記者田裕斌台北3日電）雖然MSCI亞太指數今年上半年漲幅8.3%，但統計54檔投信發行的亞股基金上半年平均績效僅4.2%，投信表示，今年亞股操作難度提高，勝負關鍵在選股及市場靈活配置。
軟體瑕疵 福特召回43.2萬輛車,產經,2015/07/03 07:51,https://www.cna.com.tw/news/afe/201507030030.aspx,（中央社紐約3日綜合外電報導）美國汽車巨擘福特（Ford）宣布召回43.2萬輛汽車，其中包含Focus、C-Max與Escape等車款，主因軟體程式出現瑕疵，駕駛在設法熄火後，引擎恐依然持續運轉。
國際股市不確定 台股區間盤整,產經,2015/07/03 08:14,https://www.cna.com.tw/news/afe/201507030033.aspx,（中央社記者韋樞台北3日電）希臘對債權國提出紓困條件究竟公投結果如何將影響歐元區前途，德法股開高收黑，美股小跌，台股受國際不確定情勢干擾，買盤保守以對，法人認為台股短線震盪區間盤整。
改造國家經濟 英執政黨具18年最佳機會,產經,2015/07/03 09:01,https://www.cna.com.tw/news/afe/201507030054.aspx,（中央社倫敦3日綜合外電報導）英國首相卡麥隆（David Cameron）率領的保守黨（Conservatives）意外獲得決定性勝選後，在下週首次預算聲明中，擁有將近20年以來最佳機會改造國家經濟。
台股開盤跌13.26點,產經,2015/07/03 09:02,https://www.cna.com.tw/news/afe/201507030055.aspx,（中央社台北3日電）台北股市今天開盤跌13.26點，加權股價指數成為9365.98點，成交金額新台幣12.15億元。1040703
中南美台商大會基多舉行,產經,2015/07/03 09:09,https://www.cna.com.tw/news/afe/201507030056.aspx,（中央社台北3日電）中南美洲台灣商會聯合總會當地時間26至28日在厄瓜多首都基多市舉行第二十屆會員代表大會，阿根廷台灣商會由會長葛道爭率團參加。
巴勞工部與留台校友會簽就業合作協議,產經,2015/07/03 09:09,https://www.cna.com.tw/news/afe/201507030059.aspx,（中央社台北3日電）巴拉圭勞工、就業及社會安全部於當地時間2日與留台校友會簽署有關就業輔導暨合作協議，由勞工部長索沙和留台校友會會長Jose Luis Ibanez Miranda代表簽署。
下週汽柴油價估跌 1角,產經,2015/07/03 09:45,https://www.cna.com.tw/news/afe/201507030067.aspx,（中央社記者林孟汝台北 3日電）國際油價本週跌跌停停，依浮動油價機制計算，自 6日凌晨零時起國內各式汽、柴油價格每公升應為小跌新台幣0.1元。
台股早盤跌102點,產經,2015/07/03 09:46,https://www.cna.com.tw/news/afe/201507030068.aspx,（中央社台北3日電）台北股市今天以下跌13.26點開出，盤中一度跌102.28點，截至9點42分時，指數最低達9676.96點，成交值為238.13億。1040703
新台幣早盤勁升達 3角,產經,2015/07/03 09:53,https://www.cna.com.tw/news/afe/201507030071.aspx,（中央社台北3日電）台北外匯市場新台幣兌美元匯率今天以31.150元持平開盤；9時45分來到30.889元，升2.61角，盤中一度升值達 3角。
工研院院慶 總統稱讚研發成果,產經,2015/07/03 10:06,https://www.cna.com.tw/news/afe/201507030076.aspx,（中央社記者張建中新竹 3日電）總統馬英九出席工研院42周年院慶暨院士授證典禮，會前先參觀工研院創新研發成果，過程配合媒體要求拿著產品拍照。
限電危機加希債  台股早盤跌百點,產經,2015/07/03 10:11,https://www.cna.com.tw/news/afe/201507030080.aspx,（中央社台北 3日電）市場憂心限電危機逼近，以及7月5日即將舉行的希臘公投結果，台股早盤出現調節賣壓，指數一度下跌102點，再度跌落到年線9319點以下，來到9274點。
亞股走弱  台股失守9300,產經,2015/07/03 11:03,https://www.cna.com.tw/news/afe/201507030104.aspx,（中央社記者韋樞台北 3日電）希臘將對是否接受債權國紓困條件進行公投，攸關歐元區前景，歐美股多下跌，亞股走弱，上証指數更大跌200餘點，台股開低走低跌逾百點，9300點失守。
工研院院慶 總統16字讚,產經,2015/07/03 11:48,https://www.cna.com.tw/news/afe/201507030107.aspx,（中央社記者張建中新竹 3日電）總統馬英九出席工研院院慶活動，以「埋頭苦幹、不提預算、成果亮眼、人人按讚」16個字讚譽工研院。
國際震盪  美元弱台幣升,產經,2015/07/03 11:24,https://www.cna.com.tw/news/afe/201507030125.aspx,（中央社記者韋樞台北3日電）受到國際情勢不穩，以及美國就業數字不如預期，美元走弱，新台幣開盤後升值，最多升值3角，最高30.849元兌1美元。
外界拱選總統  張忠謀：荒謬,產經,2015/07/03 11:35,https://www.cna.com.tw/news/afe/201507030131.aspx,（中央社記者張建中新竹 3日電）晶圓代工台積電董事長張忠謀對於外界有人拱他競選總統，他連說「荒謬」。
台菲可望簽漁業協議 船員有望返台,產經,2015/07/03 11:47,https://www.cna.com.tw/news/afe/201507030138.aspx,（中央社記者楊淑閔台北3日電）農委會副主委沙志一今天表示，6月過了，鮪魚季就結束了，台菲間的漁事爭端案會減少，有利於「台菲漁業執法合作協議」的簽署。另「得滿福3號」2位台灣人有機會返台團圓。
八仙塵爆 宏國關係企業捐千萬元,產經,2015/07/03 11:50,https://www.cna.com.tw/news/afe/201507030140.aspx,（中央社記者韋樞台北3日電）八仙樂園粉塵氣爆案造成近五百人受傷，宏國關係事業宣布捐贈新台幣1000萬元至新北市政府八仙粉塵氣爆捐款專戶，為傷者及家屬們盡一份心力。1040703
網路政策定案  打造台灣成點子島,產經,2015/07/03 12:03,https://www.cna.com.tw/news/afe/201507030150.aspx,（中央社記者羅秀文台北 3日電）2015台北國際軟體應用展今天開幕，行政院副院長張善政上午出席開幕典禮表示，網路政策白皮書昨天已在行政院院會通過，希望2020年之前，將台灣打造成發揮點子的場域。
新台幣中午升 2.56角,產經,2015/07/03 12:04,https://www.cna.com.tw/news/afe/201507030152.aspx,（中央社台北 3日電）台北外匯市場新台幣兌美元今天中午收盤升2.56角，達30.894元，成交金額2.68億美元。
美就業不如預期  台幣強升,產經,2015/07/03 12:21,https://www.cna.com.tw/news/afe/201507030160.aspx,（中央社記者潘智義台北3日電）美國公布非農就業人數據，比預期稍差，促使美元偏弱。今天台北外匯市場新台幣兌美元一度強升3角，但以實際成交價來看，約升值5分。
台股早盤跌  曾銘宗：外資昨仍匯入,產經,2015/07/03 12:21,https://www.cna.com.tw/news/afe/201507030161.aspx,（中央社記者田裕斌台北 3日電）陸股大跌拖累台股今天早盤一度跌逾百點，金融監督管理委員會主委曾銘宗表示，尊重外資操作，但外資昨天仍呈淨匯入，今年累計淨匯入2027億美元。
謝金河：台股再上萬點難 巴菲特指標高,產經,2015/07/03 13:21,https://www.cna.com.tw/news/afe/201507030195.aspx,（中央社記者田裕斌台北3日電）今周刊發行人謝金河今天在臉書貼文，點出台股再上萬點的難處。他指出，台股的「巴菲特指標」太高，下半年偏向個股表現。
八仙塵爆 消基會要幫受害者打團訟,產經,2015/07/03 15:45,https://www.cna.com.tw/news/afe/201507030199.aspx,（中央社記者楊淑閔台北 3日電）消基會宣布要幫八仙塵爆受害者打團體訴訟，全案預計求償新台幣30到40億元。不過行政院消保處及新北市法制局都說，現在家屬尚無心談團訟，委託法扶或消基會團訟要再研議。
台股收盤跌21.01點,產經,2015/07/03 13:36,https://www.cna.com.tw/news/afe/201507030201.aspx,（中央社台北3日電）台北股市今天收盤下跌21.01點，為9358.23點，跌幅0.22%，成交金額新台幣822.8億元。1040703
台股震盪整理 跌21.01點,產經,2015/07/03 13:47,https://www.cna.com.tw/news/afe/201507030204.aspx,（中央社台北3日電）台北股市今天震盪整理，收盤下跌21.01點，為9358.23點，跌幅0.22%，成交金額新台幣822.8億元。
7月台指期漲27點,產經,2015/07/03 13:49,https://www.cna.com.tw/news/afe/201507030205.aspx,（中央社台北3日電）台北股市今天終場下跌21.01點，收9358.23點。7月台指期以9304點作收，上漲27點，與現貨相較，逆價差54.23點。
7月電子金融雙漲,產經,2015/07/03 13:57,https://www.cna.com.tw/news/afe/201507030207.aspx,（中央社台北3日電）台北股市今天跌21.01點，收9358.23點。7月電子期收364.45點，上漲1.05點，逆價差2.12點；7月金融期收1192.80點，上漲6.20點，逆價差0.62點。
台股跌幅收斂 力守9300,產經,2015/07/03 14:05,https://www.cna.com.tw/news/afe/201507030211.aspx,（中央社記者韋樞台北3日電）外有希臘公投的不確定性，及陸股亞股的急挫，台股再遇上第3季除權息下調指數及棄權息影響，今天開低後跌百點，所幸尾盤跌幅收斂，重回9300點之上。
八仙塵爆 傳奇捐100萬元,產經,2015/07/03 14:38,https://www.cna.com.tw/news/afe/201507030225.aspx,（中央社記者羅秀文台北3日電）八仙樂園塵爆造成重大傷害，上市遊戲廠商傳奇網路今天宣布捐款新台幣100萬元，並停止電視宣傳廣告1個月，祝福所有傷者早日康復。
三大法人賣超台股 104億元,產經,2015/07/03 14:48,https://www.cna.com.tw/news/afe/201507030229.aspx,（中央社台北 3日電）台股今天下跌21.01點，收在9358.23點，成交值新台幣822.8億元。三大法人全數賣超，合計賣超新台幣104.47億元。
希臘難搞 歐盟領袖失控痛批,產經,2015/07/03 15:16,https://www.cna.com.tw/news/afe/201507030243.aspx,（中央社布魯塞爾3日綜合外電報導）自從長達數個月的債務協議談判無果，遇到瓶頸以來，歐盟領袖出乎意料地經常以自殺行為、勒索和撒謊等非外交辭令痛批希臘，罪名落落長。
新台幣收升3分,產經,2015/07/03 16:04,https://www.cna.com.tw/news/afe/201507030269.aspx,（中央社台北3日電）台北外匯市場新台幣兌美元匯價今天收盤升3分，達31.120元，成交金額5.13億美元。
八仙傷者 開發金包辦學費至大學畢業,產經,2015/07/03 16:16,https://www.cna.com.tw/news/afe/201507030272.aspx,（中央社記者田裕斌台北3日電）開發金控今天宣布，將包辦因八仙塵爆受傷學生至大學畢業的學費，粗估超過200人受惠。
張盛和：歐盟經濟正成長 不受希臘拖累,產經,2015/07/03 16:21,https://www.cna.com.tw/news/afe/201507030277.aspx,（中央社記者潘智義台北3日電）財政部長張盛和表示，歐元區不會因為希臘一個國家退出受影響，但最好還是不要退出；歐盟經濟目前仍維持正成長，應不至於受希臘拖累。
TiSA談判 台灣鎖定5利基行業,產經,2015/07/03 16:22,https://www.cna.com.tw/news/afe/201507030278.aspx,（中央社記者林孟汝台北3日電）第12次複邊TiSA服貿談判會議，6日起在瑞士日內瓦展開，經濟部表示，將先就金融、電信、海運、電子商務、商務人士短期進入等監管規則進行談判。
八仙塵爆  富邦保戶可免 1年保費,產經,2015/07/03 16:43,https://www.cna.com.tw/news/afe/201507030289.aspx,（中央社記者田裕斌台北 3日電）八仙樂園塵爆，壽險業持續關注，富邦金控旗下富邦人壽今天宣布，若在此次意外中受傷的保戶，將豁免1年保費，估有超過百人受惠。
若無預警限電  經長：影響外國對台投資,產經,2015/07/03 16:57,https://www.cna.com.tw/news/afe/201507030313.aspx,（中央社記者林孟汝台北3日電）經濟部長鄧振中今天表示，如果真的發生無預警限電，是很大的問題，會影響外國對台灣投資意願，目前正盡所有努力，除維護機組正常運轉外，也呼籲全民節約用電，度過高溫期。
美失業率下跌 日股收高,產經,2015/07/03 17:05,https://www.cna.com.tw/news/afe/201507030319.aspx,（中央社東京3日綜合外電報導）由於美國就業數據好壞參半，且投資人將目光放在本週日（5日）的希臘公投上，日股今天收盤時小幅上漲，收復稍早的失土。希臘公投可能決定希臘在歐元區的前途。
義美南崁廠遭查 高志明火大反嗆,產經,2015/07/03 18:11,https://www.cna.com.tw/news/firstnews/201507030325.aspx,（中央社記者田裕斌台北3日電）桃園市衛生局查獲義美南崁廠原料標示有問題，且存放逾期食品，義美總經理高志明高分貝反擊，直指是因為義美沒參加食品安全月活動引來禍端。義美聲明，這純屬倉管人員疏失，未經標準作業程序銷毀過期食品，義美也不會在市場上銷售過期商品。不過，義美話鋒一轉指出，令人感到質疑的是，義美在7月1日不參加政府舉辦的食品安全月活動，7月2日就引來食藥署10人稽查小組到南崁廠連查24小時，是不是有強迫廠區人員違反勞基法？高志明批評，這種作法令人遺憾。1040703不參加TQF引禍？義美質疑遭查動機（中央社記者田裕斌台北3日電）桃園市衛生局查義美南崁廠冷凍庫原料標示有問題，疑似未來食品，也有存放逾期商品，讓被譽為「台灣最後良心」的義美金字招牌蒙塵，但義美質疑被查的動機不單純。義美在聲明中指出，過去曾宣布退出「GMP認證」，現在又未承諾加入「GMP改制為TQF（台灣優良食品發展協會）」的計畫，加上沒參加7月1日「食品安全月」活動，導致昨天一大早9時多就遭到食藥署指示桃園市衛生局，浩浩蕩蕩派遣10位人員，清查南崁廠區近24小時，今天早上8時多才收隊。義美認為，此事件純屬倉庫管理人員疏失，未依標準作業處理，分批、小量把退回即將過期或屆有效期的年菜等商品儘速銷毀，而只是冷凍存放，等待一大批數量方才銷毀，已立即做檢討改善。此外，義美在市面上絕無銷售任何逾期商品，有任何賣場逾期商品，如年菜等商品，都會配合賣場回收，是正常商品行銷營業管理作業準則。據了解，義美總經理高志明對食藥署的作法相當光火，一度吐出「令人不齒」的激烈言語，暗示食藥署根本就是「公報私仇」。義美指出，食藥署連查24小時已經明顯強迫業者違反勞基法，政府如此運用公權力的做法，令人遺憾。1040703 有關食藥署新聞　義美的回應 ：  1.  此事件純屬倉庫管理人員疏失，未依標準作業處理，分批、小量把退回之即將過期、或屆有效期之年菜….等商品，儘速銷毀，而只是冷凍存放，等待一大批數量方才銷毀；本公司已立即做檢討改善。2. 義美在市...
希臘公投 杜紫軍：對台直接影響不大,產經,2015/07/03 17:21,https://www.cna.com.tw/news/afe/201507030329.aspx,（中央社記者陳政偉花蓮3日電）希臘與國際債權人的紓困談判破局，公投在即、危機一觸即發，國發會主委杜紫軍指出，希臘對台的經濟層面直接影響不大，外銷或許會受到影響，但可透過開發新興市場來解決。
不參加TQF引禍？ 義美質疑遭查動機,產經,2015/07/03 17:34,https://www.cna.com.tw/news/afe/201507030334.aspx,（中央社記者田裕斌台北3日電）桃園市衛生局查義美南崁廠冷凍庫原料標示有問題，疑似未來食品，也有存放逾期商品，讓被譽為「台灣最後良心」的義美金字招牌蒙塵，但義美質疑被查的動機不單純。
八仙塵爆 台新金關懷醫護人員,產經,2015/07/03 17:36,https://www.cna.com.tw/news/afe/201507030336.aspx,（中央社記者田裕斌台北3日電）針對八仙樂園發生不幸的塵爆意外，國內各界紛紛捐款或提供醫療物資表達關切，台新金控則將目光轉向各醫療院所不眠不休的醫護人員，捐款近新台幣700萬元。
12位模範漁民 比專業做保育,產經,2015/07/03 17:55,https://www.cna.com.tw/news/afe/201507030342.aspx,（中央社記者楊淑閔台北3日電）每年7月1日為漁民節，農委會除在6到9月協助各區漁會舉辦系列慶祝活動，今天也表揚12位模範漁民，當中1名是女性，肯定他們革新漁撈等專業技術，以及保育表現亮眼。
希臘復甦藥方 稅制外資和出口,產經,2015/07/03 18:00,https://www.cna.com.tw/news/afe/201507030343.aspx,（中央社巴黎3日綜合外電報導）無論希臘債務危機解套方式為何，希臘經濟要再次成長，必須解決國內稅制、外資流入和出口活動等問題。
港股收黑 憂希臘公投,產經,2015/07/03 18:16,https://www.cna.com.tw/news/afe/201507030349.aspx,（中央社香港3日綜合外電報導）香港股市今天全面收黑，主因受到大陸股市再度下滑和希臘債務危機的影響。
瓦城召募400人 月薪上看6萬,產經,2015/07/03 18:34,https://www.cna.com.tw/news/afe/201507030356.aspx,（中央社記者江明晏台北3日電） 上櫃觀光股瓦城近年來積極拓展事業版圖，今年下半年展店速度加快，年底目標近百店，近期釋出400名餐飲服務職缺，主管月薪上看新台幣6萬元。
公共建設招商1500億元 張盛和：好標的快下手,產經,2015/07/03 18:41,https://www.cna.com.tw/news/afe/201507030364.aspx,（中央社記者韋樞台北3日電）財政部下午在台北國際會議中心舉辦「104年民間參與公共建設招商大會」，各級政府共釋出73件投資案，投資金額逾1500億元，財政部長張盛和籲廠商把機會，看到好標的就下手。
供電審慎樂觀 下週用電高峰警報可望解除,產經,2015/07/03 18:56,https://www.cna.com.tw/news/afe/201507030369.aspx,（中央社記者林孟汝台北3日電）大學指考今天進入最後一天，心驚膽跳的台電公司在「 老天貢獻」降溫下，多出85萬瓩備用容量，安然度過。
希臘不確定 匯市量縮3個半月新低,產經,2015/07/03 19:00,https://www.cna.com.tw/news/afe/201507030370.aspx,（中央社記者潘智義台北3日電）因希臘債務危機後續處理動向不明，市場出現觀望氣氛，台北及元太外匯經紀公司總成交金額7.45億美元，為3月16日成交金額7.42億美元之後，約3個半月來的新低量。
鼬獾新增2例確診狂犬病,產經,2015/07/03 19:01,https://www.cna.com.tw/news/afe/201507030371.aspx,（中央社記者楊淑閔台北3日電）農委會防檢局公布，2日確診2隻狂犬病陽性鼬獾，來自6月29日由花蓮縣玉里鎮送檢病例，是原來案例發生鄉鎮，有接觸這2隻鼬獾的3隻狗當天捕獲，隔離觀察中。
張盛和：6月前三週出口衰退兩位數,產經,2015/07/03 19:12,https://www.cna.com.tw/news/afe/201507030382.aspx,（中央社記者韋樞台北3日電）各國擔心希臘公投結果直接影響歐元區經濟。財政部長張盛和表示，各國早有準備，只是台灣6月前三週的出口統計衰退兩位數，主要仍與油價下跌有關。
八仙塵爆 海悅團隊捐款百萬元,產經,2015/07/03 19:22,https://www.cna.com.tw/news/afe/201507030388.aspx,（中央社記者韋樞台北3日電）八仙樂園塵爆已造成2人死亡，500人輕重傷，房屋代銷業海悅國際團隊啟動緊急關懷機制，發起員工薪資一日捐活動，並由海悅國際補足100萬元，響應救援行動。
股價飆華碩賣股 祥碩：專注基本面,產經,2015/07/03 19:23,https://www.cna.com.tw/news/afe/201507030391.aspx,（中央社記者張建中新竹3日電）高速傳輸介面晶片廠祥碩近期股價飆漲，不僅遭列處置股票措施，母公司華碩也決定申讓持股。祥碩總經理林哲偉表示，專注產品基本面是當務之急。
員工的發明歸企業 日本修專利法通過,產經,2015/07/03 20:17,https://www.cna.com.tw/news/afe/201507030410.aspx,（中央社記者楊明珠東京3日專電）員工在工作上所達成的發明究竟該屬員工還是公司？日本國會今天通過專利法修正案，專利權由「歸員工所有」改為「歸企業所有」。
