標題,分類,時間,網址,內文
台股上攻受激勵 美股創高加內資參與,產經,2017/02/13 07:44,https://www.cna.com.tw/news/afe/201702130011.aspx,（中央社記者韓婷婷台北13日電）美股在企業財報優於預期、油價走揚下，指數再創歷史新高，進逼9700點的台股可望受到激勵，尤其此波上漲內資參與度提高，台股再攻萬點增添柴火。
宏達電玻璃旗艦機U Ultra 彩妝粉開賣,產經,2017/02/13 09:01,https://www.cna.com.tw/news/afe/201702130025.aspx,（中央社記者江明晏台北13日電）宏達電玻璃機殼旗艦機U Ultra先前已推出黑、藍、白3色，官方臉書粉絲團日前預告，U Ultra「彩妝粉」新色今天開賣，瞄準情人節檔期。
台股開盤漲24.80點,產經,2017/02/13 10:04,https://www.cna.com.tw/news/afe/201702130026.aspx,（中央社台北13日電）台北股市今天開盤漲24.80點，加權股價指數成為9690.39點，成交金額新台幣17.30億元。1060213
新台幣開盤貶 3.4分,產經,2017/02/13 09:18,https://www.cna.com.tw/news/afe/201702130028.aspx,（中央社台北13日電）台北外匯市場新台幣兌美元匯率今天以31.085元開盤，貶3.4分。
Uber未獲許可仍載客營運  越南警告,產經,2017/02/13 09:38,https://www.cna.com.tw/news/afe/201702130035.aspx,（中央社河內13日電）越南交通部日前警告優步越南有限公司（Uber Vietnam）在取得官方允許前，不得從事載客經營活動。
新台幣平穩 平盤上下整理,產經,2017/02/13 10:04,https://www.cna.com.tw/news/afe/201702130039.aspx,（中央社台北13日電）台北外匯市場新台幣兌美元匯率今天以31.085元開盤，貶3.4分；9時45分來到31.050元，升0.1分。
中壽推動幸福職場 公司營造成大家庭,產經,2017/02/13 10:08,https://www.cna.com.tw/news/afe/201702130045.aspx,（中央社記者田裕斌台北13日電）中國人壽將員工視為最大資產，推動幸福職場學，包括內部社團、親子上班日、減重營等，把公司成功營造成一個大家庭。
陸智慧機邁向高階 外資喊買大立光美律等,產經,2017/02/13 10:28,https://www.cna.com.tw/news/afe/201702130055.aspx,（中央社記者江明晏台北13日電）陸智慧機手機價格調漲、往高階邁進，外資認為，此趨勢不會導致需求放緩，對手機供應鏈正面，維持大立光、美律等「買進」評等、宏達電「減碼」。
壓歲錢投資術 讓教育基金陪孩子長大,產經,2017/02/13 12:52,https://www.cna.com.tw/news/afe/201702130057.aspx,（中央社記者蔡怡杼台北13日電）剛過完元宵節，緊接著就是開學季，壽險業者建議父母可妥善運用子女的壓歲錢，透過時間複利及利率變動型壽險的鎖利效果，年年累積，讓孩子的教育金伴隨孩子一塊長大。
台股盤中數度攻破9700點 中小型股續強,產經,2017/02/13 10:54,https://www.cna.com.tw/news/afe/201702130073.aspx,（中央社記者韓婷婷台北13日電）美股大漲近百點，帶動亞股今天普遍走強，台股也在台積電領軍下，持續衝高，早盤數度衝破9700點大關，再創21個月以來新高，中小型股表現普遍較強。
台股去年遇寒流 權證市場6年來首衰退,產經,2017/02/13 11:06,https://www.cna.com.tw/news/afe/201702130077.aspx,（中央社記者田裕斌台北13日電）台股去年量能萎縮同樣拖累近年來火熱的權證市場，根據券商公會統計，去年權證包括發行檔數、占大盤交易比重、交易戶數都創下近6年首度衰退紀錄。
因應高齡社會 小額終老保險開辦,產經,2017/02/13 11:19,https://www.cna.com.tw/news/afe/201702130085.aspx,（中央社記者蔡怡杼台北13日電）因應高齡化社會，金融監督管理委員會鼓勵保險公司開辦小額終老保險，目前已有國泰人壽1家開辦，保費約為同類型商品的56折起，另有多家保險公司也有興趣推出。
