標題,分類,時間,網址,內文
賑災捐贈 可全數申報列舉扣除,產經,2014/08/10 09:13,https://www.cna.com.tw/news/afe/201408100020.aspx,（中央社記者韋樞台北10日電）財政部高雄國稅局表示，高雄市前鎮區及苓雅區日前發生氣爆，釀成重大傷亡，社會各界紛紛捐款，對於政府機關設立賑災專戶的捐贈，可全數列舉捐贈扣除額。
消費者盼基改標示 FDA投鼠忌器,產經,2014/08/10 09:25,https://www.cna.com.tw/news/afe/201408100022.aspx,（中央社記者林淑媛華盛頓特稿）美國食品暨藥物管理局（FDA）並未強制基因改造食品標示，主要是考量這樣的標示會誤導消費者，暗示基因改造食品與一般傳統食品不同之虞。
封測Q3審慎樂觀 看手機動向,產經,2014/08/10 10:49,https://www.cna.com.tw/news/afe/201408100046.aspx,（中央社記者鍾榮峰台北10日電）主要封測台廠第3季業績可審慎樂觀，持續觀察蘋果新品效應、非蘋陣營智慧手機拉貨力道、以及4G LTE手機和基地台應用鋪貨狀況。
金融營業稅不同調 金管會尊重,產經,2014/08/10 10:49,https://www.cna.com.tw/news/afe/201408100048.aspx,（中央社記者吳靜君台北10日電）有關金融營業稅從2%調升為5%，財政部與金管會協調落日條款，雙方出現不同意見。金管會官員表示，沒關係、尊重。
筆電代工廠 業績先蹲後跳,產經,2014/08/10 10:52,https://www.cna.com.tw/news/afe/201408100049.aspx,（中央社記者韓婷婷台北10日電）筆電代工廠第2季繳出亮眼成績，7月進入產業旺季前新舊交替期，出貨普遍趨緩，包括仁寶、緯創及英業達均呈現下滑走勢。
NB代工廠法說 11日登場,產經,2014/08/10 10:52,https://www.cna.com.tw/news/afe/201408100050.aspx,（中央社記者韓婷婷台北10日電）「NB客戶需求看起來不錯」，這是NB零組件廠近來普遍的看法，隨著產業復甦，吸引外資、投信法人目光，半年報法說會將從11日開跑。
森鉅廠房失火 保險理賠評估中,產經,2014/08/10 11:07,https://www.cna.com.tw/news/afe/201408100065.aspx,（中央社記者許湘欣台北10日電）複合板生產業者森鉅歸仁廠今天凌晨發生火災，除2名外勞輕微割傷已出院，原因尚在鑑定；森鉅表示，歸仁廠保險理賠事宜處理中，先由仁德廠及中國大陸廠供貨。
施振榮籲給政府施政空間,產經,2014/08/10 16:43,https://www.cna.com.tw/news/firstnews/201408100074.aspx,（中央社記者黃巧雯台北10日電）經濟部長張家祝不滿經濟部屢遭抹黑，感嘆在惡劣政治環境下政策難推，決定請辭，智榮基金會董事長施振榮今天對此呼籲，「老百姓、媒體要給政府施政的空間」。由科技部指導，國家實驗研究院科技政策研究與資訊中心、台灣工銀集團今天舉辦創新創業激勵計畫103年第二梯次創新開業式，邀請行政院政務委員馮燕、科技部政務次長林一平、智榮基金會董事長施振榮等人出席。張家祝7日突然發表辭職聲明，震驚各界，並感嘆在惡劣的政治環境下，經濟部重大政策均無法推動，因此感到心力交瘁，張家祝隨即神隱多日，儘管府院全力慰留，但他直至昨晚仍透過幕僚表達心意已決，希望得到長官成全。對於張家祝閃辭，並感嘆政務難推，施振榮接受中央社記者訪問時呼籲，「老百姓、媒體要給政府施政的空間」，隨後因另有行程而匆匆離去。1030810施振榮大聲疾呼 給政府施政空間（中央社記者林淑媛台北10日電）府院與工商業界聲聲留人，但經濟部長張家祝堅決掛冠走人，是現今台灣官不聊生寫照，宏碁創辦人施振榮有感經長請辭紛擾，今天特別呼籲民眾與媒體要給政府施政空間。    八一高雄氣爆後，7日上午的立法院經濟委員會，一場自由經濟示範區特別條例草案聯席審查會上，陳其邁等民進黨立委，對張家祝極盡羞辱，甚至以張家祝出席審查會卻不參加氣爆罹難者頭七為由，辱罵張是「冷血部長」，成為原本即對當前政治生態阻撓重大政策推動灰心的張家祝，堅決求去的導火線。    事實上，從去年2月接任經長以來，在推動兩岸服貿協議卡關到核四等爭議政策，張家祝對部分政治人物不論是非、只有選舉操作的無奈，點滴在心，台灣目前重大經濟政策停擺，幾乎陷入原地踏步窘境，張家祝既憂心且無奈，請辭聲明一句「國家前途極為堪憂」道盡一切。    在張家祝閃電請辭消息傳出後，工商業界不捨留人，包括工總理事長許勝雄、工商協進會理事長林伯豐與全國商總理事長賴正鎰等工商業龍頭，都紛紛表達希望總統府與行政院能夠慰留張家祝的期盼。    不過，聲明中已經表明「心力交瘁」的張家祝，在7日下午即未再進入部長辦公室，親近幕僚也透露部長堅決求去的心意無可挽回。    台灣近幾年政治生態扭曲，已經讓有能力、足堪大任的有志之士對入閣卻步，尤其在立法院枯坐、在備詢台上被立委極盡羞辱，讓閣員總有不如歸去的的悲歎，更重要是，重大政策因杯葛抗爭、無法推動，對政治內耗的無力感才是折損閣員的致命傷。    對於張家祝因不堪羞辱憤而掛冠，在科技業界聲望卓著的施振榮今天有感而發呼籲，希望老百姓與媒體要給政府施政空間。1030810
台股良性修正 仍有高點可期,產經,2014/08/10 11:31,https://www.cna.com.tw/news/afe/201408100076.aspx,（中央社記者許湘欣台北10日電）台股上周周線連5黑，美股8日3大指數則強力反彈，投信業者表示，近期大盤賣壓為良性修正，震盪後，台股後市仍有高點。
服貿貨貿速簽 台灣沒本錢消耗,產經,2014/08/10 11:43,https://www.cna.com.tw/news/afe/201408100079.aspx,（中央社記者韋樞台北10日電）各國政府為了擴大經貿規模，頻頻與中國大陸接觸；美國大報社論也對台灣發出「台灣自甘落後」的警鐘，專家們認為，服貿貨貿速簽，台灣沒有本錢消耗。
