標題,分類,時間,網址,內文
世足熱  球衣銷售夯,產經,2014/07/06 09:19,https://www.cna.com.tw/news/afe/201407060038.aspx,（中央社記者韋樞台北 6日電）世足賽各大贊助廠商囊括各式週邊紡織用品，光是德國愛迪達(adidas)銷售各式足球衣逾800萬件，高於上屆的650萬件。
抗豔陽  防曬服飾升級,產經,2014/07/06 09:21,https://www.cna.com.tw/news/afe/201407060039.aspx,（中央社記者韋樞台北 6日電）近日豔陽高照，戶外活動防曬工作千萬不可免。戶外用品通路業者GoHiking表示，選擇具有防曬抗UV的戶外機能服飾，不但可防紫外線、吸濕排汗，還能抗蚊蟲。
製造業增溫  首季營收成長,產經,2014/07/06 10:31,https://www.cna.com.tw/news/afe/201407060054.aspx,（中央社記者黃巧雯台北6日電）受惠行動裝置熱潮，根據經濟部最新統計，第1季國內製造業營收新台幣6兆2944億元，年增3.6%，製造業4大行業中，以資訊電子工業表現最好，營收年增5.4%。
製造業拓銷海外 同業競爭激烈,產經,2014/07/06 10:45,https://www.cna.com.tw/news/afe/201407060061.aspx,（中央社記者黃巧雯台北 6日電）根據經濟部最新調查，台灣製造業廠商拓銷海外市場主要面臨困難，以同業競爭激烈占近6成最高。
兩岸百貨電商媒合會 月底登場,產經,2014/07/06 11:01,https://www.cna.com.tw/news/afe/201407060071.aspx,（中央社記者黃巧雯台北 6日電）近年來電子商務蓬勃發展，為協助廠商掌握商機，外貿協會將於30日舉辦兩岸百貨通路及電子商務商機媒合會，邀請中國大陸百貨通路業者來台分享兩岸合作契機。
加油且慢 汽柴油7日各降4角,產經,2014/07/06 12:30,https://www.cna.com.tw/news/firstnews/201407060098.aspx,（中央社記者黃巧雯台北6日電）想要加油民眾可以再等等！中油今天宣布，依浮動油價機制計算，自7日凌晨零時起調降各式汽、柴油價格每公升各新台幣0.4元。調整後的參考零售價格分別為92無鉛汽油每公升34元、95無鉛汽油每公升35.5元、98無鉛汽油每公升37.5元、超級柴油每公升33元。中油指出，伊拉克境內遜尼派聖戰組織「伊拉克與黎凡特伊蘭國」與什葉派政府軍的衝突事件延燒至今，該組織雖發出建國聲明，但動亂並未波及伊拉克南部主要產油區，加上利比亞政府宣布與叛軍達成協議，收回兩大油港控制權，該國原油出口量可望回升，因此國際油價延續前一週跌勢，杜拜及布蘭特原油，每桶分別跌至108及109美元。中油表示，本週調價指標7D3B（70%杜拜+30%布蘭特）週均價為每桶109.02美元，較前週110.93美元，下跌1.91美元，新台幣兌美元匯率升值0.09元。中油指出，國內油價依公式計算跌幅為1.61%，汽、柴油每公升各調降0.4元。1030706
金融知識線上競賽 15日開跑,產經,2014/07/06 12:33,https://www.cna.com.tw/news/afe/201407060103.aspx,（中央社記者吳靜君台北6日電）金管會表示，7月15日起至10月5日止將針對國中、高中職學生舉辦金融知識線上競賽活動。
經貿國是會議　提升國際競爭力,產經,2014/07/06 12:42,https://www.cna.com.tw/news/afe/201407060105.aspx,（中央社記者廖壬楷台中6日電）經貿國是會議中區會議針對全球化發展下之經濟現象，指出政府應在提升國際競爭力和人才部分扮演重要角色，避免被邊緣化。
推手機自有品牌 電信業好康加碼,產經,2014/07/06 12:57,https://www.cna.com.tw/news/afe/201407060113.aspx,（中央社記者江明晏台北6日電）台灣大哥大自有品牌Amazing新款A8手機，在推出網路預購後，受到市場迴響，myfone購物決定再加碼好康。
漫遊成長快  業者擴大優惠,產經,2014/07/06 13:01,https://www.cna.com.tw/news/afe/201407060115.aspx,（中央社記者江明晏台北 6日電）中華電信客戶近一年國際漫遊數據使用量及優惠方案申辦人次，都成長超過2倍，看好國際漫遊的市場趨勢與需求，中華電持續優化並擴大現行國際漫遊上網優惠方案。
產業升級  政府應增政策工具,產經,2014/07/06 13:01,https://www.cna.com.tw/news/afe/201407060116.aspx,（中央社記者黃巧雯台北 6日電）經貿國是會議中區會議今天閉幕，經濟部表示，在全球化趨勢下台灣經濟發展策略方面共達成8項共同意見，包括為促進產業創新與產業升級，政府應增加現有支援性產業政策工具。
